CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
64,104570097202600001,202600001,2025-12-09,481,97,1,3,2,12,2,45,2025-12-07T18:40:50,2025-12-07T22:36:50,2025-12-08T03:40:50,12.359277,76.816299,"The complainant Pushti Srinivas reported that on 2025-12-07 at about 18:40 hours, Kalpit Zacharia, Aditya Tripathi and Samaksh Kala committed an offence of extortion involving Pushti Srinivas within the limits of Mandya Central PS, Mandya. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 384 IPC and investigation is in progress at Mandya Central PS."
65,104510050202600001,202600001,2025-07-03,925,50,1,3,3,15,2,25,2025-07-01T06:00:43,2025-07-01T07:26:43,2025-07-03T13:00:43,16.791767,75.801185,"The complainant Devansh Trivedi reported that on 2025-07-01 at about 06:00 hours, Frederick Mandal committed an offence of cruelty by husband involving Tanmayi Chhabra within the limits of Vijayapura North PS, Vijayapura. A case has been registered under Section 498A IPC and investigation is in progress at Vijayapura North PS."
66,104450016202600001,202600001,2026-06-10,138,16,1,3,2,13,2,7,2026-06-08T21:39:17,2026-06-09T00:49:17,2026-06-09T08:39:17,12.237523,76.622348,"The complainant Sai Sachdev reported that on 2026-06-08 at about 21:39 hours, Balendra Mittal committed an offence of criminal trespass involving Jairaj Dutt within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 447 IPC and investigation is in progress at Mysuru North PS."
67,104470030202600001,202600001,2026-04-15,652,30,1,3,4,21,2,15,2026-04-14T20:23:12,2026-04-15T00:10:12,2026-04-15T02:23:12,15.916731,74.603587,"The complainant Rehaan Bhatti reported that on 2026-04-14 at about 20:23 hours, Girik Dugar, Saanvi Pau, Jeremiah Puri, Logan Kakar, Yamini Dewan, Samaksh Pandit, Yagnesh Subramaniam and Fitan Karpe committed an offence of counterfeiting involving Hemang Sankar within the limits of Belagavi South PS, Belagavi. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 489A IPC and investigation is in progress at Belagavi South PS."
68,304450016202600001,202600001,2025-03-27,9,16,2,2,1,5,4,,2025-03-22T08:19:53,2025-03-22T08:46:53,2025-03-25T07:19:53,12.276348,76.53933,"The complainant Vedika Nanda reported that on 2025-03-22 at about 08:19 hours, Onveer Keer and Brinda Sur committed an offence of hurt involving Vedika Nanda within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 323 IPC and investigation is in progress at Mysuru North PS."
69,104530062202600001,202600001,2026-01-08,511,62,1,1,1,2,2,33,2026-01-05T03:16:10,2026-01-05T05:53:10,2026-01-08T03:16:10,13.326478,77.081616,"The complainant Ranveer Narang reported that on 2026-01-05 at about 03:16 hours, Tristan Goda and Samaksh Boase committed an offence of attempt to murder involving Ranveer Narang within the limits of Tumakuru Rural PS, Tumakuru. A case has been registered under Section 307 IPC and investigation is in progress at Tumakuru Rural PS."
70,104450016202600002,202600002,2026-05-28,220,16,1,3,4,18,1,,2026-05-25T03:25:37,2026-05-25T04:52:37,2026-05-26T04:25:37,12.361971,76.613779,"The complainant Azaan Chana reported that on 2026-05-25 at about 03:25 hours, Jeremiah Dhingra and Manbir Jani committed an offence of cheating involving Ekiya Acharya within the limits of Mysuru North PS, Mysuru. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 420 IPC and investigation is in progress at Mysuru North PS."
71,304470027202600001,202600001,2025-12-02,227,27,2,2,2,12,1,,2025-11-29T12:42:33,2025-11-29T16:27:33,2025-12-01T00:42:33,15.702285,74.458082,"The complainant Harshil Nadig reported that on 2025-11-29 at about 12:42 hours, Falan Sethi and Robert Sekhon committed an offence of extortion involving Harshil Nadig within the limits of Belagavi City PS, Belagavi. A case has been registered under Section 384 IPC and investigation is in progress at Belagavi City PS."
72,104480037202600001,202600001,2025-07-04,1162,37,1,3,1,4,2,17,2025-07-01T00:30:50,2025-07-01T04:16:50,2025-07-03T20:30:50,17.378185,76.986524,"The complainant Eesha Menon reported that on 2025-07-01 at about 00:30 hours, Max Saran and Chaitanya Anand committed an offence of grievous hurt involving Qasim Bera within the limits of Kalaburagi East PS, Kalaburagi. A case has been registered under Section 325 IPC and investigation is in progress at Kalaburagi East PS."
73,104450014202600002,202600002,2025-01-08,883,14,1,3,2,7,1,,2025-01-04T00:20:49,2025-01-04T02:43:49,2025-01-06T23:20:49,12.34894,76.682505,"The complainant Ronith Nadkarni reported that on 2025-01-04 at about 00:20 hours, Praneel Choudhary and Amruta Keer committed an offence of theft involving Tanmayi Raj within the limits of Mysuru City PS, Mysuru. A case has been registered under Section 379 IPC and investigation is in progress at Mysuru City PS."
74,104430003202600003,202600003,2025-08-28,244,3,1,2,1,4,3,,2025-08-25T01:13:29,2025-08-25T01:36:29,2025-08-27T06:13:29,13.056934,77.581594,"The complainant Ekiya Guha reported that on 2025-08-25 at about 01:13 hours, Hitesh Ghose committed an offence of grievous hurt involving Ekiya Guha within the limits of Bengaluru North PS, Bengaluru Urban. A case has been registered under Section 325 IPC and investigation is in progress at Bengaluru North PS."
75,104480033202600004,202600004,2025-02-16,605,33,1,2,4,20,2,17,2025-02-15T08:34:10,2025-02-15T10:31:10,2025-02-15T09:34:10,17.406278,76.890006,"The complainant Mitali Dass reported that on 2025-02-15 at about 08:34 hours, Pranit Sahni committed an offence of criminal breach of trust involving Mitali Dass within the limits of Kalaburagi City PS, Kalaburagi. A case has been registered under Section 406 IPC and investigation is in progress at Kalaburagi City PS."
76,104430008202600001,202600001,2025-02-06,1137,8,1,2,2,7,4,,2025-02-02T23:13:23,2025-02-03T02:59:23,2025-02-04T14:13:23,13.013763,77.660187,"The complainant Aashi Bora reported that on 2025-02-02 at about 23:13 hours, Jatin Mander committed an offence of theft involving Ekbal Sur within the limits of Bengaluru Market PS, Bengaluru Urban. A case has been registered under Section 379 IPC and investigation is in progress at Bengaluru Market PS."
77,104560087202600001,202600001,2026-07-02,1190,87,1,1,3,14,1,,2026-06-30T06:28:27,2026-06-30T09:30:27,2026-07-01T05:28:27,12.862277,75.983089,"The complainant Gautam Sha reported that on 2026-06-30 at about 06:28 hours, Ekansh Chad and Sarthak Shah committed an offence of dowry death involving Gautam Sha within the limits of Hassan City PS, Hassan. A case has been registered under Section 304B IPC and investigation is in progress at Hassan City PS."
78,104570095202600001,202600001,2026-06-16,303,95,1,2,4,21,4,,2026-06-15T07:51:08,2026-06-15T10:30:08,2026-06-16T14:51:08,12.482417,76.900817,"The complainant Isaiah Grewal reported that on 2026-06-15 at about 07:51 hours, Umang Rajagopalan committed an offence of counterfeiting involving Isaiah Grewal within the limits of Mandya East PS, Mandya. A case has been registered under Section 489A IPC and investigation is in progress at Mandya East PS."
79,104520057202600001,202600001,2025-11-28,53,57,1,1,1,2,1,,2025-11-26T21:17:54,2025-11-27T00:21:54,2025-11-28T17:17:54,13.967754,75.559073,"The complainant Yamini Luthra reported that on 2025-11-26 at about 21:17 hours, Siddharth Khatri and Aarush Tara committed an offence of attempt to murder involving Yamini Luthra within the limits of Shivamogga City PS, Shivamogga. A case has been registered under Section 307 IPC and investigation is in progress at Shivamogga City PS."
80,104460020202600001,202600001,2026-06-03,750,20,1,3,5,25,2,11,2026-06-01T09:16:10,2026-06-01T10:35:10,2026-06-01T20:16:10,12.973633,74.833489,"The complainant Wridesh Buch reported that on 2026-06-01 at about 09:16 hours, Qadim Bandi and Wyatt Pillay committed an offence of arms act involving Logan Shroff within the limits of Dakshina North PS, Dakshina Kannada. A case has been registered under Section 25 ARMS and investigation is in progress at Dakshina North PS."
81,104460022202600002,202600002,2025-02-13,364,22,1,3,4,20,4,,2025-02-12T01:40:30,2025-02-12T04:00:30,2025-02-12T08:40:30,12.888,74.752355,"The complainant Chaitanya Korpal reported that on 2025-02-12 at about 01:40 hours, Finn Bhasin and Umang Natt committed an offence of criminal breach of trust involving Brinda Zacharia within the limits of Dakshina East PS, Dakshina Kannada. A goods tempo with a tampered registration plate was used to block the road before the offence. A case has been registered under Section 406 IPC and investigation is in progress at Dakshina East PS."
82,104530061202600001,202600001,2026-06-18,947,61,1,2,2,13,1,,2026-06-13T22:48:12,2026-06-14T02:31:12,2026-06-16T18:48:12,13.341402,77.230539,"The complainant Noah Sama reported that on 2026-06-13 at about 22:48 hours, Avi Oza and Wahab Setty committed an offence of criminal trespass involving Manan Mann within the limits of Tumakuru City PS, Tumakuru. A case has been registered under Section 447 IPC and investigation is in progress at Tumakuru City PS."
83,104430006202600001,202600001,2025-06-11,275,6,1,3,1,4,3,,2025-06-10T11:48:18,2025-06-10T13:47:18,2025-06-10T17:48:18,13.095467,77.529651,"The complainant Azaan Solanki reported that on 2025-06-10 at about 11:48 hours, Anita Modi committed an offence of grievous hurt involving Ati Manne within the limits of Bengaluru West PS, Bengaluru Urban. A case has been registered under Section 325 IPC and investigation is in progress at Bengaluru West PS."
84,104550079202600001,202600001,2025-12-18,406,79,1,2,4,21,5,38,2025-12-15T21:40:03,2025-12-15T23:46:03,2025-12-17T11:40:03,13.374411,74.833962,"The complainant Edhitha Tiwari reported that on 2025-12-15 at about 21:40 hours, Luke Sundaram committed an offence of counterfeiting involving Maya Krishnan within the limits of Udupi City PS, Udupi. A case has been registered under Section 489A IPC and investigation is in progress at Udupi City PS."
85,104470028202600002,202600002,2025-08-21,7,28,1,3,1,4,2,14,2025-08-20T13:54:02,2025-08-20T17:39:02,2025-08-20T23:54:02,15.816687,74.533454,"The complainant Harita Lal reported that on 2025-08-20 at about 13:54 hours, Logan Maharaj, Abhimanyu Choudhury and Faqid Sekhon committed an offence of grievous hurt involving Harita Lal within the limits of Belagavi Rural PS, Belagavi. A case has been registered under Section 325 IPC and investigation is in progress at Belagavi Rural PS."
86,104550080202600001,202600001,2026-01-12,925,80,1,3,4,18,1,,2026-01-12T11:08:56,2026-01-12T12:18:56,2026-01-12T19:08:56,13.303718,74.60639,"The complainant Onveer Chad reported that on 2026-01-12 at about 11:08 hours, Xavier Golla committed an offence of cheating involving Ganga Tandon within the limits of Udupi Rural PS, Udupi. A case has been registered under Section 420 IPC and investigation is in progress at Udupi Rural PS."
87,104500043202600002,202600002,2025-04-06,934,43,1,2,2,9,3,,2025-04-05T01:44:47,2025-04-05T02:02:47,2025-04-06T15:44:47,15.193523,76.822336,"The complainant Avni Lalla reported that on 2025-04-05 at about 01:44 hours, Rehaan Khanna and Fiyaz Kade committed an offence of burglary involving Avni Lalla within the limits of Ballari City PS, Ballari. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Ballari City PS."
88,104490042202600002,202600002,2025-08-16,1083,42,1,2,5,24,1,,2025-08-12T10:22:03,2025-08-12T10:56:03,2025-08-14T18:22:03,15.392779,75.059373,"The complainant Wazir Walia reported that on 2025-08-12 at about 10:22 hours, Atharv Ganesh and Ryan Soni committed an offence of gambling involving Ranveer Ramakrishnan within the limits of Hubballi-Dharwad East PS, Hubballi-Dharwad. A case has been registered under Section 87 KP and investigation is in progress at Hubballi-Dharwad East PS."
89,104510053202600002,202600002,2025-05-10,608,53,1,1,1,2,5,27,2025-05-08T21:23:28,2025-05-09T00:55:28,2025-05-09T00:23:28,16.989164,75.671973,"The complainant Abha Mani reported that on 2025-05-08 at about 21:23 hours, Karan Dhillon committed an offence of attempt to murder involving Sai Mutti within the limits of Vijayapura West PS, Vijayapura. A case has been registered under Section 307 IPC and investigation is in progress at Vijayapura West PS."
90,104540071202600002,202600002,2025-11-01,816,71,1,3,4,18,1,,2025-10-30T11:37:24,2025-10-30T14:20:24,2025-10-31T19:37:24,14.395538,75.92161,"The complainant Lopa Loke reported that on 2025-10-30 at about 11:37 hours, Chanakya Wali and Tarak Mahajan committed an offence of cheating involving Lakshmi Raman within the limits of Davanagere Rural PS, Davanagere. A case has been registered under Section 420 IPC and investigation is in progress at Davanagere Rural PS."
91,104450016202600003,202600003,2025-07-01,706,16,1,3,2,12,3,,2025-06-28T09:35:46,2025-06-28T11:19:46,2025-06-29T15:35:46,12.392857,76.57596,"The complainant Aayush Bir reported that on 2025-06-28 at about 09:35 hours, Jai Hayer and Gautam Munshi committed an offence of extortion involving Tripti Chaudhari within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 384 IPC and investigation is in progress at Mysuru North PS."
92,404550081202600001,202600001,2025-08-12,129,81,3,1,1,2,3,,2025-08-10T15:51:27,2025-08-10T16:05:27,2025-08-11T04:51:27,13.365327,74.677126,"The complainant Lucky Krishnamurthy reported that on 2025-08-10 at about 15:51 hours, Udant Panchal committed an offence of attempt to murder involving Anika Bajwa within the limits of Udupi North PS, Udupi. A case has been registered under Section 307 IPC and investigation is in progress at Udupi North PS."
93,104450015202600001,202600001,2026-06-01,281,15,1,3,4,21,2,9,2026-05-31T02:42:12,2026-05-31T04:10:12,2026-06-01T21:42:12,12.254177,76.619901,"The complainant Dipta Chadha reported that on 2026-05-31 at about 02:42 hours, Chanakya Virk and Ayush Kalla committed an offence of counterfeiting involving Dipta Chadha within the limits of Mysuru Rural PS, Mysuru. A case has been registered under Section 489A IPC and investigation is in progress at Mysuru Rural PS."
94,404430003202600001,202600001,2026-05-20,209,3,3,1,1,3,1,,2026-05-19T15:59:24,2026-05-19T16:19:24,2026-05-19T22:59:24,12.897865,77.597575,"The complainant Lakshit Sane reported that on 2026-05-19 at about 15:59 hours, Raghav Goyal, George Kulkarni and Vinaya Borra committed an offence of culpable homicide involving Lavanya Edwin within the limits of Bengaluru North PS, Bengaluru Urban. A case has been registered under Section 304 IPC and investigation is in progress at Bengaluru North PS."
95,104540078202600001,202600001,2025-05-01,109,78,1,3,1,5,2,35,2025-04-26T13:15:52,2025-04-26T14:15:52,2025-04-29T07:15:52,14.427409,75.958338,"The complainant Sara Natarajan reported that on 2025-04-26 at about 13:15 hours, Lakshit Bhatia committed an offence of hurt involving Sara Natarajan within the limits of Davanagere Town PS, Davanagere. A case has been registered under Section 323 IPC and investigation is in progress at Davanagere Town PS."
